cig,score_mean,score_lower,score_upper,pc_mean,pc_lower,pc_upper,lift_vs_prior,percentile_rank
8407345891,0.325054,0.30155,0.392317,0.025616,0.023025,0.034042,1.2808,99.59
B2278BD92B,0.324602,0.300401,0.398724,0.025565,0.022903,0.034935,1.2783,99.58
960819662A,0.324493,0.306075,0.356739,0.025552,0.023512,0.029384,1.2776,99.57
9067405351,0.323541,0.307753,0.350343,0.025444,0.023693,0.028596,1.2722,99.56
0538506534,0.323191,0.301757,0.376001,0.025405,0.023047,0.031846,1.2703,99.55
93783825A7,0.323175,0.299708,0.373918,0.025403,0.022829,0.031573,1.2701,99.54
9744254CC5,0.323085,0.306743,0.350364,0.025393,0.023584,0.028599,1.2696,99.53
7437097697,0.322847,0.305678,0.348939,0.025366,0.023469,0.028425,1.2683,99.52
B256F42C65,0.322713,0.301594,0.378462,0.025351,0.02303,0.03217,1.2676,99.51
7506215492,0.322682,0.302195,0.363737,0.025347,0.023094,0.030262,1.2674,99.5
83663209AA,0.322494,0.302488,0.360534,0.025326,0.023126,0.029858,1.2663,99.49
81596070B6,0.321734,0.30126,0.357744,0.02524,0.022994,0.029509,1.262,99.48
4930605FF2,0.321305,0.302422,0.366921,0.025192,0.023119,0.030668,1.2596,99.47
0267013A16,0.321249,0.301524,0.376057,0.025186,0.023023,0.031853,1.2593,99.46
03010989EB,0.321008,0.299557,0.37391,0.025158,0.022813,0.031572,1.2579,99.45
88399036B9,0.32097,0.30658,0.346815,0.025154,0.023566,0.028168,1.2577,99.44
6913958AA0,0.320711,0.302811,0.363995,0.025125,0.02316,0.030295,1.2562,99.43
0149583FC7,0.320562,0.301643,0.363952,0.025108,0.023035,0.03029,1.2554,99.42
73259984CC,0.320138,0.302174,0.364508,0.025061,0.023092,0.03036,1.253,99.41
B4F7A1B4D1,0.320119,0.30269,0.353692,0.025059,0.023147,0.029007,1.253,99.4
7490455701,0.319928,0.303655,0.350864,0.025037,0.023251,0.02866,1.2518,99.39
6415813061,0.319512,0.305996,0.338739,0.02499,0.023503,0.027203,1.2495,99.38
759480682C,0.318927,0.303455,0.350102,0.024925,0.023229,0.028567,1.2462,99.37
3157079800,0.318701,0.305728,0.34055,0.0249,0.023474,0.027417,1.245,99.36
0373034D61,0.318573,0.30319,0.349842,0.024885,0.023201,0.028535,1.2442,99.35
7369607814,0.31824,0.303932,0.348963,0.024848,0.023281,0.028428,1.2424,99.34
8242351B35,0.317924,0.303153,0.348214,0.024813,0.023197,0.028337,1.2406,99.33
8098766121,0.317577,0.302761,0.34581,0.024774,0.023155,0.028046,1.2387,99.32
72595870B6,0.317517,0.302301,0.348795,0.024768,0.023106,0.028408,1.2384,99.31
7840317244,0.317516,0.300988,0.345914,0.024767,0.022965,0.028059,1.2384,99.3
9744583C45,0.317408,0.304152,0.34151,0.024755,0.023304,0.027531,1.2377,99.29
40247500C5,0.317244,0.302018,0.355325,0.024737,0.023075,0.029209,1.2368,99.28
4910154343,0.316933,0.303682,0.346108,0.024702,0.023254,0.028082,1.2351,99.27
6399719F2C,0.316932,0.300038,0.380196,0.024702,0.022864,0.0324,1.2351,99.26
820748460E,0.316489,0.301252,0.344347,0.024653,0.022994,0.027871,1.2326,99.25
9449054608,0.316039,0.303244,0.339146,0.024603,0.023207,0.027251,1.2302,99.24
8074207665,0.315838,0.302001,0.346551,0.024581,0.023074,0.028136,1.229,99.23
5535784179,0.315744,0.301206,0.343861,0.02457,0.022989,0.027812,1.2285,99.22
A0120CD443,0.315634,0.300495,0.354513,0.024558,0.022913,0.029108,1.2279,99.21
709504150D,0.315195,0.30046,0.348875,0.02451,0.022909,0.028417,1.2255,99.2
605750399A,0.315109,0.302035,0.340213,0.0245,0.023077,0.027377,1.225,99.19
764217062F,0.314874,0.301095,0.339856,0.024474,0.022977,0.027335,1.2237,99.18
9597650754,0.31484,0.302209,0.340226,0.02447,0.023096,0.027379,1.2235,99.17
7773675F88,0.314577,0.301027,0.353288,0.024441,0.02297,0.028957,1.222,99.16
053114283C,0.314513,0.301437,0.337339,0.024434,0.023013,0.027038,1.2217,99.15
864824016B,0.314468,0.298495,0.354843,0.024429,0.0227,0.029149,1.2214,99.14
B218605CEA,0.314312,0.299165,0.353371,0.024412,0.022771,0.028967,1.2206,99.13
5632773752,0.314168,0.299858,0.350708,0.024396,0.022845,0.028641,1.2198,99.12
6796062FC3,0.313888,0.299603,0.354797,0.024365,0.022818,0.029143,1.2182,99.11
9747374B7A,0.313887,0.300979,0.337623,0.024365,0.022964,0.027071,1.2182,99.1
7720815A16,0.313876,0.302845,0.334893,0.024364,0.023164,0.026751,1.2182,99.09
0642931371,0.313836,0.300172,0.345764,0.024359,0.022878,0.028041,1.2179,99.08
9699041DD2,0.313602,0.301358,0.334056,0.024333,0.023005,0.026653,1.2166,99.07
9488556C1B,0.313417,0.301198,0.331218,0.024313,0.022988,0.026323,1.2157,99.06
02495921D5,0.313388,0.301346,0.345778,0.02431,0.023004,0.028043,1.2155,99.05
B27E9590E3,0.313179,0.300192,0.33892,0.024287,0.022881,0.027224,1.2144,99.04
3348725F46,0.313166,0.300356,0.35128,0.024285,0.022898,0.028711,1.2142,99.03
9009640E1E,0.313137,0.301287,0.341855,0.024282,0.022997,0.027573,1.2141,99.02
0462168119,0.313076,0.300738,0.341343,0.024275,0.022939,0.027512,1.2138,99.01
593367712A,0.313069,0.301658,0.328211,0.024275,0.023037,0.025977,1.2138,99.0
0406608787,0.313047,0.298445,0.363179,0.024272,0.022695,0.030192,1.2136,98.99
7374971299,0.313045,0.303337,0.329029,0.024272,0.023217,0.026071,1.2136,98.98
8737706717,0.312775,0.297306,0.356591,0.024242,0.022575,0.029366,1.2121,98.97
A00C456655,0.312671,0.29985,0.342858,0.024231,0.022844,0.027692,1.2115,98.96
818220050A,0.312503,0.303229,0.329391,0.024212,0.023205,0.026113,1.2106,98.95
825197947E,0.312494,0.300121,0.337581,0.024211,0.022873,0.027066,1.2106,98.94
79644128B1,0.312422,0.300595,0.338922,0.024204,0.022923,0.027224,1.2102,98.93
62729856FA,0.312246,0.3001,0.34288,0.024184,0.022871,0.027695,1.2092,98.92
B31383892E,0.312213,0.299155,0.34958,0.024181,0.02277,0.028503,1.209,98.91
6934444437,0.3122,0.302868,0.340189,0.024179,0.023166,0.027374,1.209,98.9
1779700EE2,0.312198,0.301975,0.32995,0.024179,0.023071,0.026177,1.209,98.89
947419510C,0.312144,0.301225,0.337747,0.024173,0.022991,0.027086,1.2086,98.88
9312018858,0.311997,0.301631,0.335934,0.024157,0.023034,0.026873,1.2078,98.87
864287239A,0.311964,0.300214,0.337043,0.024153,0.022883,0.027003,1.2077,98.86
91708221BA,0.311946,0.302621,0.332539,0.024151,0.02314,0.026477,1.2075,98.85
8151003476,0.311866,0.301814,0.331546,0.024142,0.023054,0.026361,1.2071,98.84
0199391EA4,0.311763,0.299186,0.343992,0.024131,0.022774,0.027828,1.2066,98.83
950572004D,0.31161,0.299956,0.34146,0.024114,0.022855,0.027526,1.2057,98.82
5582384900,0.311553,0.299244,0.33628,0.024108,0.02278,0.026913,1.2054,98.81
774034706A,0.311342,0.301758,0.3333,0.024085,0.023048,0.026565,1.2042,98.8
4967995729,0.311302,0.298374,0.348035,0.024081,0.022688,0.028315,1.204,98.79
5585151468,0.311243,0.300085,0.340204,0.024074,0.022869,0.027376,1.2037,98.78
9694067528,0.311205,0.297944,0.347352,0.02407,0.022642,0.028233,1.2035,98.77
B1A637AD50,0.311091,0.300047,0.33441,0.024057,0.022865,0.026694,1.2028,98.76
9634468681,0.311029,0.298012,0.344625,0.024051,0.022649,0.027904,1.2026,98.75
7301111B63,0.31094,0.301304,0.33402,0.024041,0.022999,0.026649,1.202,98.74
048819359A,0.310839,0.301189,0.330866,0.02403,0.022987,0.026283,1.2015,98.73
81061828FF,0.310633,0.298407,0.339971,0.024007,0.022691,0.027349,1.2004,98.72
76491538BC,0.310618,0.300657,0.331172,0.024006,0.02293,0.026318,1.2003,98.71
1243138DEA,0.310587,0.299333,0.337624,0.024002,0.022789,0.027071,1.2001,98.7
4652025C76,0.310545,0.301376,0.325051,0.023998,0.023007,0.025616,1.1999,98.69
929532265F,0.310489,0.301487,0.327316,0.023992,0.023019,0.025874,1.1996,98.68
971474907D,0.310479,0.297464,0.345823,0.02399,0.022591,0.028048,1.1995,98.67
5539211D82,0.310474,0.299622,0.338354,0.02399,0.02282,0.027157,1.1995,98.66
60063905D3,0.310426,0.300829,0.331227,0.023985,0.022948,0.026325,1.1992,98.65
401486643B,0.310351,0.298272,0.340206,0.023976,0.022677,0.027376,1.1988,98.64
8842412D35,0.310242,0.301006,0.332159,0.023965,0.022967,0.026433,1.1982,98.63
B072D2C6AF,0.310214,0.299066,0.334373,0.023961,0.022761,0.02669,1.198,98.62
B375E283E4,0.310087,0.297495,0.335789,0.023948,0.022595,0.026856,1.1974,98.61
9846090282,0.309944,0.299595,0.330683,0.023932,0.022817,0.026262,1.1966,98.6
7323136AFE,0.309939,0.301193,0.326898,0.023931,0.022987,0.025827,1.1966,98.59
5858734C3B,0.309935,0.298811,0.339085,0.023931,0.022734,0.027244,1.1966,98.58
46518636C8,0.309931,0.297528,0.340422,0.023931,0.022598,0.027402,1.1966,98.57
B554611F40,0.309928,0.298549,0.332092,0.02393,0.022706,0.026425,1.1965,98.56
0151053CDD,0.309928,0.297793,0.350763,0.02393,0.022626,0.028647,1.1965,98.56
B1A7644EA6,0.309862,0.30046,0.32563,0.023923,0.022909,0.025682,1.1962,98.54
A03F307451,0.309851,0.297333,0.34225,0.023922,0.022577,0.02762,1.1961,98.53
5738860117,0.309846,0.29919,0.345675,0.023921,0.022774,0.02803,1.196,98.52
4387861172,0.309844,0.301118,0.333017,0.023921,0.022979,0.026532,1.196,98.51
9055889403,0.309721,0.30032,0.33759,0.023908,0.022894,0.027067,1.1954,98.5
7968523932,0.30965,0.300659,0.330331,0.0239,0.02293,0.026221,1.195,98.49
6812297552,0.309646,0.301098,0.325102,0.023899,0.022977,0.025622,1.195,98.48
954363049E,0.309631,0.299426,0.334763,0.023898,0.022799,0.026736,1.1949,98.47
0162995BB7,0.309612,0.298994,0.335595,0.023896,0.022753,0.026833,1.1948,98.46
79101752E9,0.309546,0.296942,0.341601,0.023889,0.022536,0.027542,1.1944,98.45
82256125C1,0.30949,0.300467,0.329223,0.023882,0.02291,0.026093,1.1941,98.44
7688323CD6,0.309468,0.300156,0.32473,0.02388,0.022877,0.025579,1.194,98.43
70031004F0,0.309413,0.300356,0.32537,0.023874,0.022898,0.025652,1.1937,98.42
7607341064,0.309378,0.29859,0.330948,0.02387,0.02271,0.026292,1.1935,98.41
6798595A11,0.309221,0.299824,0.329088,0.023853,0.022841,0.026078,1.1926,98.4
845813951B,0.309202,0.298303,0.339299,0.023851,0.02268,0.027269,1.1926,98.39
8875425867,0.30902,0.300004,0.329297,0.023831,0.022861,0.026102,1.1916,98.38
7799494A0D,0.308885,0.299222,0.32638,0.023816,0.022777,0.025767,1.1908,98.37
7936324DBC,0.308883,0.300699,0.327529,0.023816,0.022935,0.025899,1.1908,98.36
4764151DC3,0.308785,0.301786,0.318453,0.023806,0.023051,0.024872,1.1903,98.35
B1592714ED,0.308755,0.299361,0.328307,0.023802,0.022792,0.025988,1.1901,98.34
0490127198,0.308703,0.299188,0.33023,0.023797,0.022774,0.026209,1.1898,98.33
A03D4AB6A8,0.308696,0.297876,0.329635,0.023796,0.022635,0.026141,1.1898,98.32
05667966D9,0.308666,0.300209,0.324421,0.023793,0.022882,0.025544,1.1897,98.31
5854334D3C,0.308632,0.298839,0.329289,0.023789,0.022737,0.026101,1.1895,98.3
4905379ECB,0.30863,0.298169,0.339168,0.023789,0.022666,0.027254,1.1895,98.29
033768172B,0.308627,0.300069,0.328544,0.023788,0.022867,0.026015,1.1894,98.28
8457606D40,0.308352,0.298426,0.329688,0.023758,0.022693,0.026147,1.1879,98.27
9483673E86,0.308326,0.301019,0.322429,0.023756,0.022969,0.025319,1.1878,98.26
7127025F12,0.308317,0.298875,0.327952,0.023755,0.022741,0.025947,1.1877,98.25
7812179E0A,0.308254,0.29875,0.3254,0.023748,0.022727,0.025656,1.1874,98.24
9750357921,0.30825,0.298717,0.327536,0.023747,0.022724,0.0259,1.1873,98.23
5499150A21,0.308082,0.299698,0.323877,0.023729,0.022828,0.025483,1.1864,98.22
8312909D82,0.308046,0.301105,0.323674,0.023725,0.022978,0.02546,1.1862,98.21
9122420B1F,0.30797,0.300537,0.326233,0.023717,0.022917,0.025751,1.1858,98.2
0777885AFF,0.307965,0.299201,0.325002,0.023716,0.022775,0.02561,1.1858,98.19
84351233B4,0.307923,0.298329,0.335639,0.023712,0.022683,0.026838,1.1856,98.18
6719949557,0.307884,0.300442,0.327135,0.023708,0.022907,0.025854,1.1854,98.17
375897651F,0.307873,0.29948,0.327659,0.023706,0.022805,0.025914,1.1853,98.16
9271181497,0.307816,0.298876,0.330222,0.0237,0.022741,0.026208,1.185,98.15
7582098135,0.307798,0.29961,0.325798,0.023698,0.022819,0.025701,1.1849,98.14
91904252A2,0.307762,0.298921,0.331727,0.023694,0.022746,0.026382,1.1847,98.13
0445637747,0.307707,0.298782,0.326362,0.023688,0.022731,0.025765,1.1844,98.12
36700068C0,0.307609,0.298702,0.332378,0.023678,0.022722,0.026458,1.1839,98.11
76338081A6,0.307526,0.29961,0.323884,0.023669,0.022819,0.025483,1.1834,98.1
8057209B32,0.307487,0.298385,0.329546,0.023664,0.022689,0.02613,1.1832,98.09
9123297ED7,0.307482,0.299356,0.325399,0.023664,0.022792,0.025656,1.1832,98.08
8576308141,0.307443,0.300432,0.32085,0.02366,0.022906,0.025141,1.183,98.07
B16851F8EB,0.307398,0.297635,0.344067,0.023655,0.022609,0.027837,1.1828,98.06
5781341185,0.307195,0.299215,0.328049,0.023633,0.022777,0.025958,1.1816,98.05
6419293828,0.307139,0.296401,0.345148,0.023627,0.022479,0.027967,1.1813,98.04
9434203699,0.307135,0.298824,0.326794,0.023626,0.022735,0.025815,1.1813,98.03
B3F2E508A9,0.307126,0.297679,0.334777,0.023625,0.022614,0.026737,1.1812,98.02
61554283E0,0.30711,0.298178,0.329454,0.023624,0.022667,0.02612,1.1812,98.01
8416477888,0.307051,0.297734,0.332549,0.023617,0.02262,0.026478,1.1808,98.0
4934162749,0.307017,0.298201,0.330431,0.023614,0.022669,0.026233,1.1807,97.99
0543477B65,0.306998,0.298856,0.326963,0.023611,0.022739,0.025834,1.1806,97.98
B29D2EA1A6,0.306986,0.298702,0.321209,0.02361,0.022722,0.025181,1.1805,97.97
6785900DD1,0.306966,0.299444,0.32431,0.023608,0.022801,0.025532,1.1804,97.96
8022277069,0.306818,0.299155,0.32564,0.023592,0.02277,0.025683,1.1796,97.95
B535DBB273,0.306788,0.298855,0.325165,0.023589,0.022739,0.025629,1.1794,97.94
6612974EC4,0.306759,0.298683,0.320427,0.023586,0.02272,0.025093,1.1793,97.93
80274594BA,0.306683,0.297825,0.32839,0.023577,0.022629,0.025998,1.1788,97.92
68359368D6,0.306678,0.299048,0.323459,0.023577,0.022759,0.025435,1.1788,97.91
74597940C1,0.306644,0.299926,0.323237,0.023573,0.022852,0.02541,1.1786,97.9
B313D4FC72,0.306626,0.296702,0.331029,0.023571,0.022511,0.026302,1.1786,97.89
80274984E9,0.306624,0.299382,0.325745,0.023571,0.022794,0.025695,1.1786,97.88
83916955C8,0.306603,0.297082,0.345072,0.023569,0.022551,0.027958,1.1784,97.87
9194242086,0.306588,0.297098,0.328784,0.023567,0.022553,0.026043,1.1784,97.86
9024300FEE,0.306491,0.299789,0.321814,0.023557,0.022838,0.025249,1.1778,97.85
9346147C7B,0.306476,0.299243,0.326869,0.023555,0.02278,0.025823,1.1777,97.84
918701549C,0.306441,0.29911,0.321874,0.023551,0.022766,0.025256,1.1775,97.83
90043890DF,0.306407,0.299319,0.321112,0.023547,0.022788,0.02517,1.1773,97.82
65994148B5,0.306375,0.30044,0.317369,0.023544,0.022907,0.024751,1.1772,97.81
9497551B04,0.306357,0.298793,0.324484,0.023542,0.022732,0.025551,1.1771,97.8
00983297A6,0.306357,0.297601,0.326901,0.023542,0.022606,0.025827,1.1771,97.8
710167037A,0.306322,0.298452,0.328375,0.023538,0.022696,0.025996,1.1769,97.78
697273963F,0.306292,0.297476,0.332413,0.023535,0.022593,0.026462,1.1768,97.77
269801151B,0.306214,0.298837,0.320569,0.023527,0.022737,0.025109,1.1764,97.76
8021249014,0.306199,0.298658,0.319974,0.023525,0.022718,0.025042,1.1762,97.75
83623773CE,0.306127,0.299041,0.327966,0.023517,0.022758,0.025949,1.1758,97.74
6073229B1B,0.306056,0.299006,0.322129,0.02351,0.022755,0.025285,1.1755,97.73
68377398B8,0.306051,0.299823,0.320826,0.023509,0.022841,0.025138,1.1754,97.72
84606816D4,0.306036,0.29737,0.330289,0.023507,0.022581,0.026216,1.1753,97.71
8643681F32,0.306035,0.299347,0.318356,0.023507,0.022791,0.024861,1.1753,97.7
5226611FD3,0.306025,0.300707,0.3201,0.023506,0.022935,0.025056,1.1753,97.69
6079806E9D,0.305947,0.298737,0.321205,0.023498,0.022726,0.025181,1.1749,97.68
8150316D85,0.305905,0.297147,0.327365,0.023493,0.022558,0.02588,1.1746,97.67
5680163AC8,0.305786,0.298252,0.327852,0.02348,0.022675,0.025936,1.174,97.66
8468975342,0.30561,0.297075,0.331294,0.023461,0.02255,0.026332,1.173,97.65
6004523122,0.305493,0.297596,0.329698,0.023449,0.022605,0.026148,1.1724,97.64
7234620549,0.305459,0.300221,0.316985,0.023445,0.022884,0.024708,1.1722,97.63
85512499E7,0.30543,0.298829,0.324242,0.023442,0.022736,0.025524,1.1721,97.62
8979211752,0.305429,0.298213,0.324134,0.023442,0.022671,0.025512,1.1721,97.61
7011324798,0.305413,0.298508,0.325619,0.02344,0.022702,0.025681,1.172,97.6
0299381104,0.305402,0.298882,0.320127,0.023439,0.022741,0.025059,1.172,97.59
693997046A,0.305401,0.298037,0.322481,0.023439,0.022652,0.025325,1.172,97.58
3364907917,0.305385,0.298696,0.318339,0.023437,0.022722,0.024859,1.1718,97.57
5912636D91,0.305364,0.297524,0.325224,0.023435,0.022598,0.025636,1.1718,97.56
7046497945,0.305305,0.297434,0.322165,0.023428,0.022588,0.025289,1.1714,97.55
B44A928278,0.305301,0.298364,0.321463,0.023428,0.022687,0.02521,1.1714,97.54
6073151ABD,0.305258,0.29912,0.314516,0.023423,0.022767,0.024434,1.1712,97.53
65196601A2,0.305253,0.299015,0.318468,0.023423,0.022756,0.024874,1.1712,97.52
750914132F,0.305242,0.29752,0.331394,0.023422,0.022597,0.026344,1.1711,97.51
8180036B3E,0.305236,0.297571,0.325384,0.023421,0.022603,0.025654,1.171,97.5
8984527A38,0.30523,0.297877,0.32215,0.02342,0.022635,0.025287,1.171,97.49
7041724678,0.305206,0.298103,0.316249,0.023418,0.022659,0.024626,1.1709,97.48
9538362952,0.305187,0.299444,0.317941,0.023416,0.022801,0.024815,1.1708,97.47
971464282E,0.305169,0.298684,0.320942,0.023414,0.02272,0.025151,1.1707,97.46
5532228AF5,0.30515,0.297068,0.3334,0.023412,0.022549,0.026577,1.1706,97.45
8737309F77,0.305123,0.298861,0.32002,0.023409,0.022739,0.025047,1.1704,97.44
874939010A,0.305088,0.297487,0.330012,0.023405,0.022594,0.026184,1.1702,97.43
6501314E05,0.305053,0.29777,0.325041,0.023401,0.022624,0.025615,1.17,97.42
62370429DF,0.305053,0.300088,0.314483,0.023401,0.02287,0.024431,1.17,97.42
6445256980,0.305041,0.298145,0.319846,0.0234,0.022663,0.025028,1.17,97.4
6490940D20,0.305026,0.298984,0.324093,0.023398,0.022752,0.025507,1.1699,97.39
6375808B32,0.304909,0.298429,0.317918,0.023386,0.022693,0.024812,1.1693,97.38
7752914307,0.304869,0.297022,0.331289,0.023381,0.022545,0.026332,1.169,97.36
8780653813,0.304869,0.297811,0.324885,0.023381,0.022628,0.025597,1.169,97.36
B1E15FE436,0.304856,0.29728,0.321078,0.02338,0.022572,0.025166,1.169,97.35
5912186A38,0.304782,0.297582,0.320368,0.023372,0.022604,0.025087,1.1686,97.34
58060063B8,0.304706,0.298643,0.318907,0.023364,0.022716,0.024923,1.1682,97.33
4094768572,0.30469,0.299243,0.318078,0.023362,0.02278,0.02483,1.1681,97.32
01250781A1,0.304684,0.298751,0.318082,0.023361,0.022728,0.024831,1.168,97.31
8067781F7B,0.304667,0.298595,0.316275,0.02336,0.022711,0.024629,1.168,97.3
B48B6003E2,0.304624,0.297749,0.317291,0.023355,0.022621,0.024742,1.1678,97.29
7998292F58,0.304619,0.297318,0.322096,0.023354,0.022576,0.025281,1.1677,97.28
3389176482,0.304615,0.298303,0.32485,0.023354,0.02268,0.025593,1.1677,97.27
8235337F11,0.304543,0.298412,0.316656,0.023346,0.022692,0.024672,1.1673,97.26
9833541EBB,0.304543,0.298811,0.315621,0.023346,0.022734,0.024557,1.1673,97.26
04926557C2,0.304535,0.298141,0.319588,0.023345,0.022663,0.024999,1.1673,97.24
76986620DD,0.304529,0.298825,0.318963,0.023345,0.022735,0.024929,1.1673,97.23
8404039061,0.304509,0.298247,0.319624,0.023343,0.022674,0.025003,1.1672,97.22
6353429777,0.304479,0.298371,0.318516,0.023339,0.022687,0.024879,1.167,97.21
971692000E,0.304472,0.298696,0.318207,0.023339,0.022722,0.024845,1.167,97.2
5605712BDF,0.304443,0.297316,0.326432,0.023336,0.022576,0.025773,1.1668,97.19
7874550C38,0.304371,0.297712,0.31773,0.023328,0.022618,0.024791,1.1664,97.18
5468752CE7,0.304369,0.297508,0.318257,0.023328,0.022596,0.02485,1.1664,97.17
62875244F1,0.304362,0.297359,0.32725,0.023327,0.02258,0.025867,1.1664,97.16
7712151C53,0.304333,0.297554,0.320307,0.023324,0.022601,0.02508,1.1662,97.15
95759503ED,0.304326,0.298219,0.317487,0.023323,0.022671,0.024764,1.1662,97.14
9770261270,0.304278,0.298031,0.315507,0.023318,0.022651,0.024544,1.1659,97.13
B1CF3AD096,0.304269,0.297502,0.318739,0.023317,0.022595,0.024904,1.1658,97.12
80902605C0,0.304245,0.297462,0.327531,0.023314,0.022591,0.025899,1.1657,97.11
93963197BB,0.304214,0.299221,0.313763,0.023311,0.022777,0.024351,1.1655,97.1
9091064756,0.304204,0.296759,0.329399,0.02331,0.022517,0.026114,1.1655,97.09
47816874F0,0.304192,0.297163,0.329269,0.023309,0.02256,0.026099,1.1654,97.08
5833527AC2,0.304142,0.297259,0.320408,0.023303,0.02257,0.025091,1.1651,97.07
6808466BDF,0.304138,0.297187,0.321316,0.023303,0.022562,0.025193,1.1651,97.06
0488962035,0.304107,0.298356,0.320238,0.023299,0.022686,0.025072,1.165,97.05
6174834237,0.304105,0.298447,0.315779,0.023299,0.022695,0.024574,1.165,97.04
5917483D70,0.304105,0.298456,0.316207,0.023299,0.022696,0.024622,1.165,97.04
0431251793,0.304086,0.298536,0.319601,0.023297,0.022705,0.025,1.1648,97.02
B4F496958C,0.304069,0.297537,0.315032,0.023295,0.022599,0.024491,1.1648,97.01
4267256B0A,0.303979,0.298202,0.317028,0.023286,0.022669,0.024713,1.1643,97.0
80537905C1,0.303966,0.298606,0.313764,0.023284,0.022712,0.024351,1.1642,96.99
922621517A,0.303943,0.297313,0.320314,0.023282,0.022575,0.02508,1.1641,96.98
885416501B,0.303914,0.297181,0.327736,0.023279,0.022561,0.025923,1.164,96.97
8233186006,0.303888,0.297613,0.323565,0.023276,0.022607,0.025447,1.1638,96.96
4902183163,0.303887,0.298082,0.317395,0.023276,0.022657,0.024754,1.1638,96.95
4182311836,0.303874,0.296948,0.322874,0.023274,0.022537,0.025369,1.1637,96.94
993142572C,0.303873,0.296464,0.327276,0.023274,0.022486,0.02587,1.1637,96.93
0437619E9B,0.303868,0.299189,0.314633,0.023274,0.022774,0.024447,1.1637,96.92
6717236680,0.303865,0.29668,0.327754,0.023273,0.022509,0.025925,1.1636,96.91
